Datum,Wert,Einheit
15.08. 04:15,0.0,kW
15.08. 04:30,0.0,kW
15.08. 04:45,0.0,kW
15.08. 05:00,0.0,kW
15.08. 05:15,0.0,kW
15.08. 05:30,0.0,kW
15.08. 05:45,0.0,kW
15.08. 06:00,0.0,kW
15.08. 06:15,0.0,kW
15.08. 06:30,0.0,kW
15.08. 06:45,0.0,kW
15.08. 07:00,0.0,kW
15.08. 07:15,0.07,kW
15.08. 07:30,0.11,kW
15.08. 07:45,0.19,kW
15.08. 08:00,0.4,kW
15.08. 08:15,0.35,kW
15.08. 08:30,0.35,kW
15.08. 08:45,0.4,kW
15.08. 09:00,0.24,kW
15.08. 09:15,0.28,kW
15.08. 09:30,0.51,kW
15.08. 09:45,1.22,kW
15.08. 10:00,2.26,kW
15.08. 10:15,3.38,kW
15.08. 10:30,2.4,kW
15.08. 10:45,4.5,kW
15.08. 11:00,5.07,kW
15.08. 11:15,5.77,kW
15.08. 11:30,5.72,kW
15.08. 11:45,3.88,kW
15.08. 12:00,2.45,kW
15.08. 12:15,1.84,kW
15.08. 12:30,3.95,kW
15.08. 12:45,5.66,kW
15.08. 13:00,6.97,kW
15.08. 13:15,6.32,kW
15.08. 13:30,7.37,kW
15.08. 13:45,8.43,kW
15.08. 14:00,8.46,kW
15.08. 14:15,8.72,kW
15.08. 14:30,7.73,kW
15.08. 14:45,7.7,kW
15.08. 15:00,6.34,kW
15.08. 15:15,5.51,kW
15.08. 15:30,4.5,kW
15.08. 15:45,3.92,kW
15.08. 16:00,3.31,kW
15.08. 16:15,2.22,kW
15.08. 16:30,2.46,kW
15.08. 16:45,2.29,kW
15.08. 17:00,2.44,kW
15.08. 17:15,2.01,kW
15.08. 17:30,2.47,kW
15.08. 17:45,3.21,kW
15.08. 18:00,4.23,kW
15.08. 18:15,3.63,kW
15.08. 18:30,3.74,kW
15.08. 18:45,3.32,kW
15.08. 19:00,2.42,kW
15.08. 19:15,2.12,kW
15.08. 19:30,1.19,kW
15.08. 19:45,0.37,kW
15.08. 20:00,0.24,kW
15.08. 20:15,0.12,kW
15.08. 20:30,0.06,kW
15.08. 20:45,0.03,kW
15.08. 21:00,0.0,kW
15.08. 21:15,0.0,kW
15.08. 21:30,0.0,kW
15.08. 21:45,0.0,kW
15.08. 22:00,0.0,kW
15.08. 22:15,0.0,kW
15.08. 22:30,0.0,kW
15.08. 22:45,0.0,kW
15.08. 23:00,0.0,kW
15.08. 23:15,0.0,kW
15.08. 23:30,0.0,kW
15.08. 23:45,0.0,kW
16.08. 00:00,0.0,kW
16.08. 00:15,0.0,kW
16.08. 00:30,0.0,kW
16.08. 00:45,0.0,kW
16.08. 01:00,0.0,kW
16.08. 01:15,0.0,kW
16.08. 01:30,0.0,kW
16.08. 01:45,0.0,kW
16.08. 02:00,0.0,kW
16.08. 02:15,0.0,kW
16.08. 02:30,0.0,kW
16.08. 02:45,0.0,kW
16.08. 03:00,0.0,kW
16.08. 03:15,0.0,kW
16.08. 03:30,0.0,kW
16.08. 03:45,0.0,kW
16.08. 04:00,0.0,kW
16.08. 04:15,0.0,kW
16.08. 04:30,0.0,kW
16.08. 04:45,0.0,kW
16.08. 05:00,0.0,kW
16.08. 05:15,0.0,kW
16.08. 05:30,0.0,kW
16.08. 05:45,0.0,kW
16.08. 06:00,0.0,kW
16.08. 06:15,0.0,kW
16.08. 06:30,0.0,kW
16.08. 06:45,0.0,kW
16.08. 07:00,0.07,kW
16.08. 07:15,0.18,kW
16.08. 07:30,0.31,kW
16.08. 07:45,0.44,kW
16.08. 08:00,0.69,kW
16.08. 08:15,0.84,kW
16.08. 08:30,0.58,kW
16.08. 08:45,0.83,kW
16.08. 09:00,0.84,kW
16.08. 09:15,0.96,kW
16.08. 09:30,1.43,kW
16.08. 09:45,2.6,kW
16.08. 10:00,3.74,kW
16.08. 10:15,3.59,kW
16.08. 10:30,1.41,kW
16.08. 10:45,5.25,kW
16.08. 11:00,4.89,kW
16.08. 11:15,7.09,kW
16.08. 11:30,7.37,kW
16.08. 11:45,7.14,kW
16.08. 12:00,7.93,kW
16.08. 12:15,5.94,kW
16.08. 12:30,3.99,kW
16.08. 12:45,5.77,kW
16.08. 13:00,8.18,kW
16.08. 13:15,7.46,kW
16.08. 13:30,9.09,kW
16.08. 13:45,9.03,kW
16.08. 14:00,8.7,kW
16.08. 14:15,6.57,kW
16.08. 14:30,8.59,kW
16.08. 14:45,6.15,kW
16.08. 15:00,8.48,kW
16.08. 15:15,8.2,kW
16.08. 15:30,7.9,kW
16.08. 15:45,7.59,kW
16.08. 16:00,7.33,kW
16.08. 16:15,7.09,kW
16.08. 16:30,6.78,kW
16.08. 16:45,6.45,kW
16.08. 17:00,5.99,kW
16.08. 17:15,5.63,kW
16.08. 17:30,5.21,kW
16.08. 17:45,4.78,kW
16.08. 18:00,4.32,kW
16.08. 18:15,3.82,kW
16.08. 18:30,3.3,kW
16.08. 18:45,2.57,kW
16.08. 19:00,2.21,kW
16.08. 19:15,1.65,kW
16.08. 19:30,0.92,kW
16.08. 19:45,0.4,kW
16.08. 20:00,0.23,kW
16.08. 20:15,0.13,kW
16.08. 20:30,0.04,kW
16.08. 20:45,0.01,kW
16.08. 21:00,0.0,kW
16.08. 21:15,0.0,kW
16.08. 21:30,0.0,kW
16.08. 21:45,0.0,kW
16.08. 22:00,0.0,kW
16.08. 22:15,0.0,kW
16.08. 22:30,0.0,kW
16.08. 22:45,0.0,kW
16.08. 23:00,0.0,kW
16.08. 23:15,0.0,kW
16.08. 23:30,0.0,kW
16.08. 23:45,0.0,kW
17.08. 00:00,0.0,kW
17.08. 00:15,0.0,kW
17.08. 00:30,0.0,kW
17.08. 00:45,0.0,kW
17.08. 01:00,0.0,kW
17.08. 01:15,0.0,kW
17.08. 01:30,0.0,kW
17.08. 01:45,0.0,kW
17.08. 02:00,0.0,kW
17.08. 02:15,0.0,kW
17.08. 02:30,0.0,kW
17.08. 02:45,0.0,kW
17.08. 03:00,0.0,kW
17.08. 03:15,0.0,kW
17.08. 03:30,0.0,kW
17.08. 03:45,0.0,kW
17.08. 04:00,0.0,kW
17.08. 04:15,0.0,kW
17.08. 04:30,0.0,kW
17.08. 04:45,0.0,kW
17.08. 05:00,0.0,kW
17.08. 05:15,0.0,kW
17.08. 05:30,0.0,kW
17.08. 05:45,0.0,kW
17.08. 06:00,0.0,kW
17.08. 06:15,0.0,kW
17.08. 06:30,0.0,kW
17.08. 06:45,0.0,kW
17.08. 07:00,0.07,kW
17.08. 07:15,0.27,kW
17.08. 07:30,0.48,kW
17.08. 07:45,0.48,kW
17.08. 08:00,0.38,kW
17.08. 08:15,0.99,kW
17.08. 08:30,0.78,kW
17.08. 08:45,0.54,kW
17.08. 09:00,0.32,kW
17.08. 09:15,0.45,kW
17.08. 09:30,0.84,kW
17.08. 09:45,1.06,kW
17.08. 10:00,1.13,kW
17.08. 10:15,0.63,kW
17.08. 10:30,0.54,kW
17.08. 10:45,0.56,kW
17.08. 11:00,0.55,kW
17.08. 11:15,0.68,kW
17.08. 11:30,0.75,kW
17.08. 11:45,0.91,kW
17.08. 12:00,0.89,kW
17.08. 12:15,0.86,kW
17.08. 12:30,0.92,kW
17.08. 12:45,3.76,kW
17.08. 13:00,3.82,kW
17.08. 13:15,2.29,kW
17.08. 13:30,2.77,kW
17.08. 13:45,3.43,kW
17.08. 14:00,3.82,kW
17.08. 14:15,3.45,kW
17.08. 14:30,1.43,kW
17.08. 14:45,1.64,kW
17.08. 15:00,4.44,kW
17.08. 15:15,8.3,kW
17.08. 15:30,7.06,kW
17.08. 15:45,6.2,kW
17.08. 16:00,5.4,kW
17.08. 16:15,5.98,kW
17.08. 16:30,6.82,kW
17.08. 16:45,6.3,kW
17.08. 17:00,5.9,kW
17.08. 17:15,5.18,kW
17.08. 17:30,3.99,kW
17.08. 17:45,2.64,kW
17.08. 18:00,2.06,kW
17.08. 18:15,1.96,kW
17.08. 18:30,1.31,kW
17.08. 18:45,0.84,kW
17.08. 19:00,0.59,kW
17.08. 19:15,0.43,kW
17.08. 19:30,0.33,kW
17.08. 19:45,0.34,kW
17.08. 20:00,0.31,kW
17.08. 20:15,0.12,kW
17.08. 20:30,0.04,kW
17.08. 20:45,0.02,kW
17.08. 21:00,0.0,kW
17.08. 21:15,0.0,kW
17.08. 21:30,0.0,kW
17.08. 21:45,0.0,kW
17.08. 22:00,0.0,kW
17.08. 22:15,0.0,kW
17.08. 22:30,0.0,kW
17.08. 22:45,0.0,kW
17.08. 23:00,0.0,kW
17.08. 23:15,0.0,kW
17.08. 23:30,0.0,kW
17.08. 23:45,0.0,kW
18.08. 00:00,0.0,kW
18.08. 00:15,0.0,kW
18.08. 00:30,0.0,kW
18.08. 00:45,0.0,kW
18.08. 01:00,0.0,kW
18.08. 01:15,0.0,kW
18.08. 01:30,0.0,kW
18.08. 01:45,0.0,kW
18.08. 02:00,0.0,kW
18.08. 02:15,0.0,kW
18.08. 02:30,0.0,kW
18.08. 02:45,0.0,kW
18.08. 03:00,0.0,kW
18.08. 03:15,0.0,kW
18.08. 03:30,0.0,kW
18.08. 03:45,0.0,kW
18.08. 04:00,0.0,kW
18.08. 04:15,0.0,kW
18.08. 04:30,0.0,kW
18.08. 04:45,0.0,kW
18.08. 05:00,0.0,kW
18.08. 05:15,0.0,kW
18.08. 05:30,0.0,kW
18.08. 05:45,0.0,kW
18.08. 06:00,0.0,kW
18.08. 06:15,0.0,kW
18.08. 06:30,0.0,kW
18.08. 06:45,0.0,kW
18.08. 07:00,0.0,kW
18.08. 07:15,0.0,kW
18.08. 07:30,0.0,kW
18.08. 07:45,0.09,kW
18.08. 08:00,0.27,kW
18.08. 08:15,0.52,kW
18.08. 08:30,0.84,kW
18.08. 08:45,0.72,kW
18.08. 09:00,0.75,kW
18.08. 09:15,0.77,kW
18.08. 09:30,0.59,kW
18.08. 09:45,0.47,kW
18.08. 10:00,0.38,kW
18.08. 10:15,0.35,kW
18.08. 10:30,0.24,kW
18.08. 10:45,0.21,kW
18.08. 11:00,0.89,kW
18.08. 11:15,1.25,kW
18.08. 11:30,2.02,kW
18.08. 11:45,2.46,kW
18.08. 12:00,4.03,kW
18.08. 12:15,2.33,kW
18.08. 12:30,2.56,kW
18.08. 12:45,3.39,kW
18.08. 13:00,2.9,kW
18.08. 13:15,3.33,kW
18.08. 13:30,4.32,kW
18.08. 13:45,6.12,kW
18.08. 14:00,7.55,kW
18.08. 14:15,7.61,kW
18.08. 14:30,6.26,kW
18.08. 14:45,5.89,kW
18.08. 15:00,7.56,kW
18.08. 15:15,7.66,kW
18.08. 15:30,7.3,kW
18.08. 15:45,6.84,kW
18.08. 16:00,6.01,kW
18.08. 16:15,4.97,kW
18.08. 16:30,5.06,kW
18.08. 16:45,5.05,kW
18.08. 17:00,4.0,kW
18.08. 17:15,3.57,kW
18.08. 17:30,2.91,kW
18.08. 17:45,2.57,kW
18.08. 18:00,2.28,kW
18.08. 18:15,1.78,kW
18.08. 18:30,1.41,kW
18.08. 18:45,1.28,kW
18.08. 19:00,1.1,kW
18.08. 19:15,0.82,kW
18.08. 19:30,0.53,kW
18.08. 19:45,0.42,kW
18.08. 20:00,0.31,kW
18.08. 20:15,0.19,kW
18.08. 20:30,0.05,kW
18.08. 20:45,0.01,kW
18.08. 21:00,0.0,kW
18.08. 21:15,0.0,kW
18.08. 21:30,0.0,kW
18.08. 21:45,0.0,kW
18.08. 22:00,0.0,kW
18.08. 22:15,0.0,kW
18.08. 22:30,0.0,kW
18.08. 22:45,0.0,kW
18.08. 23:00,0.0,kW
18.08. 23:15,0.0,kW
18.08. 23:30,0.0,kW
18.08. 23:45,0.0,kW
19.08. 00:00,0.0,kW
19.08. 00:15,0.0,kW
19.08. 00:30,0.0,kW
19.08. 00:45,0.0,kW
19.08. 01:00,0.0,kW
19.08. 01:15,0.0,kW
19.08. 01:30,0.0,kW
19.08. 01:45,0.0,kW
19.08. 02:00,0.0,kW
19.08. 02:15,0.0,kW
19.08. 02:30,0.0,kW
19.08. 02:45,0.0,kW
19.08. 03:00,0.0,kW
19.08. 03:15,0.0,kW
19.08. 03:30,0.0,kW
19.08. 03:45,0.0,kW
19.08. 04:00,0.0,kW
19.08. 04:15,0.0,kW
19.08. 04:30,0.0,kW
19.08. 04:45,0.0,kW
19.08. 05:00,0.0,kW
19.08. 05:15,0.0,kW
19.08. 05:30,0.0,kW
19.08. 05:45,0.0,kW
19.08. 06:00,0.0,kW
19.08. 06:15,0.0,kW
19.08. 06:30,0.0,kW
19.08. 06:45,0.0,kW
19.08. 07:00,0.01,kW
19.08. 07:15,0.25,kW
19.08. 07:30,0.35,kW
19.08. 07:45,0.46,kW
19.08. 08:00,0.49,kW
19.08. 08:15,0.5,kW
19.08. 08:30,0.58,kW
19.08. 08:45,0.7,kW
19.08. 09:00,0.96,kW
19.08. 09:15,1.47,kW
19.08. 09:30,1.71,kW
19.08. 09:45,1.7,kW
19.08. 10:00,1.54,kW
19.08. 10:15,1.36,kW
19.08. 10:30,1.99,kW
19.08. 10:45,3.9,kW
19.08. 11:00,4.4,kW
19.08. 11:15,4.19,kW
19.08. 11:30,6.1,kW
19.08. 11:45,4.46,kW
19.08. 12:00,6.59,kW
19.08. 12:15,4.74,kW
19.08. 12:30,5.41,kW
19.08. 12:45,7.84,kW
19.08. 13:00,8.66,kW
19.08. 13:15,7.3,kW
19.08. 13:30,8.31,kW
19.08. 13:45,6.97,kW
19.08. 14:00,5.31,kW
19.08. 14:15,7.17,kW
19.08. 14:30,4.99,kW
19.08. 14:45,2.65,kW
19.08. 15:00,6.08,kW
19.08. 15:15,0.9,kW
19.08. 15:30,1.2,kW
19.08. 15:45,6.42,kW
19.08. 16:00,6.6,kW
19.08. 16:15,6.59,kW
19.08. 16:30,5.38,kW
19.08. 16:45,2.4,kW
19.08. 17:00,1.77,kW
19.08. 17:15,2.3,kW
19.08. 17:30,2.3,kW
19.08. 17:45,1.59,kW
19.08. 18:00,0.91,kW
19.08. 18:15,1.01,kW
19.08. 18:30,1.66,kW
19.08. 18:45,1.44,kW
19.08. 19:00,1.11,kW
19.08. 19:15,0.8,kW
19.08. 19:30,0.38,kW
19.08. 19:45,0.25,kW
19.08. 20:00,0.17,kW
19.08. 20:15,0.07,kW
19.08. 20:30,0.02,kW
19.08. 20:45,0.0,kW
19.08. 21:00,0.0,kW
19.08. 21:15,0.0,kW
19.08. 21:30,0.0,kW
19.08. 21:45,0.0,kW
19.08. 22:00,0.0,kW
19.08. 22:15,0.0,kW
19.08. 22:30,0.0,kW
19.08. 22:45,0.0,kW
19.08. 23:00,0.0,kW
19.08. 23:15,0.0,kW
19.08. 23:30,0.0,kW
19.08. 23:45,0.0,kW
20.08. 00:00,0.0,kW
20.08. 00:15,0.0,kW
20.08. 00:30,0.0,kW
20.08. 00:45,0.0,kW
20.08. 01:00,0.0,kW
20.08. 01:15,0.0,kW
20.08. 01:30,0.0,kW
20.08. 01:45,0.0,kW
20.08. 02:00,0.0,kW
20.08. 02:15,0.0,kW
20.08. 02:30,0.0,kW
20.08. 02:45,0.0,kW
20.08. 03:00,0.0,kW
20.08. 03:15,0.0,kW
20.08. 03:30,0.0,kW
20.08. 03:45,0.0,kW
20.08. 04:00,0.0,kW
20.08. 04:15,0.0,kW
20.08. 04:30,0.0,kW
20.08. 04:45,0.0,kW
20.08. 05:00,0.0,kW
20.08. 05:15,0.0,kW
20.08. 05:30,0.0,kW
20.08. 05:45,0.0,kW
20.08. 06:00,0.0,kW
20.08. 06:15,0.0,kW
20.08. 06:30,0.0,kW
20.08. 06:45,0.0,kW
20.08. 07:00,0.0,kW
20.08. 07:15,0.03,kW
20.08. 07:30,0.14,kW
20.08. 07:45,0.49,kW
20.08. 08:00,0.64,kW
20.08. 08:15,1.11,kW
20.08. 08:30,0.64,kW
20.08. 08:45,1.26,kW
20.08. 09:00,1.2,kW
20.08. 09:15,1.38,kW
20.08. 09:30,1.16,kW
20.08. 09:45,0.89,kW
20.08. 10:00,1.38,kW
20.08. 10:15,1.44,kW
20.08. 10:30,1.55,kW
20.08. 10:45,2.01,kW
20.08. 11:00,1.7,kW
20.08. 11:15,2.09,kW
20.08. 11:30,2.22,kW
20.08. 11:45,4.84,kW
20.08. 12:00,8.52,kW
20.08. 12:15,9.15,kW
20.08. 12:30,5.41,kW
20.08. 12:45,3.5,kW
20.08. 13:00,3.71,kW
20.08. 13:15,4.87,kW
20.08. 13:30,4.09,kW
20.08. 13:45,5.22,kW
20.08. 14:00,9.67,kW
20.08. 14:15,8.31,kW
20.08. 14:30,6.96,kW
20.08. 14:45,5.53,kW
20.08. 15:00,6.63,kW
20.08. 15:15,7.48,kW
20.08. 15:30,7.9,kW
20.08. 15:45,7.84,kW
20.08. 16:00,6.55,kW
20.08. 16:15,6.78,kW
20.08. 16:30,6.93,kW
20.08. 16:45,6.57,kW
20.08. 17:00,6.19,kW
20.08. 17:15,5.84,kW
20.08. 17:30,5.37,kW
20.08. 17:45,5.01,kW
20.08. 18:00,4.44,kW
20.08. 18:15,3.76,kW
20.08. 18:30,2.97,kW
20.08. 18:45,2.47,kW
20.08. 19:00,2.02,kW
20.08. 19:15,1.33,kW
20.08. 19:30,0.53,kW
20.08. 19:45,0.31,kW
20.08. 20:00,0.16,kW
20.08. 20:15,0.09,kW
20.08. 20:30,0.05,kW
20.08. 20:45,0.01,kW
20.08. 21:00,0.0,kW
20.08. 21:15,0.0,kW
20.08. 21:30,0.0,kW
20.08. 21:45,0.0,kW
20.08. 22:00,0.0,kW
20.08. 22:15,0.0,kW
20.08. 22:30,0.0,kW
20.08. 22:45,0.0,kW
20.08. 23:00,0.0,kW
20.08. 23:15,0.0,kW
20.08. 23:30,0.0,kW
20.08. 23:45,0.0,kW
21.08. 00:00,0.0,kW
21.08. 00:15,0.0,kW
21.08. 00:30,0.0,kW
21.08. 00:45,0.0,kW
21.08. 01:00,0.0,kW
21.08. 01:15,0.0,kW
21.08. 01:30,0.0,kW
21.08. 01:45,0.0,kW
21.08. 02:00,0.0,kW
21.08. 02:15,0.0,kW
21.08. 02:30,0.0,kW
21.08. 02:45,0.0,kW
21.08. 03:00,0.0,kW
21.08. 03:15,0.0,kW
21.08. 03:30,0.0,kW
21.08. 03:45,0.0,kW
21.08. 04:00,0.0,kW
21.08. 04:15,0.0,kW
21.08. 04:30,0.0,kW
21.08. 04:45,0.0,kW
21.08. 05:00,0.0,kW
21.08. 05:15,0.0,kW
21.08. 05:30,0.0,kW
21.08. 05:45,0.0,kW
21.08. 06:00,0.0,kW
21.08. 06:15,0.0,kW
21.08. 06:30,0.0,kW
21.08. 06:45,0.0,kW
21.08. 07:00,0.04,kW
21.08. 07:15,0.12,kW
21.08. 07:30,0.18,kW
21.08. 07:45,0.24,kW
21.08. 08:00,0.31,kW
21.08. 08:15,0.44,kW
21.08. 08:30,0.55,kW
21.08. 08:45,0.5,kW
21.08. 09:00,0.48,kW
21.08. 09:15,0.61,kW
21.08. 09:30,1.06,kW
21.08. 09:45,2.21,kW
21.08. 10:00,3.86,kW
21.08. 10:15,4.69,kW
21.08. 10:30,5.33,kW
21.08. 10:45,5.78,kW
21.08. 11:00,6.19,kW
21.08. 11:15,6.58,kW
21.08. 11:30,6.94,kW
21.08. 11:45,7.25,kW
21.08. 12:00,7.49,kW
21.08. 12:15,7.93,kW
21.08. 12:30,8.13,kW
21.08. 12:45,8.0,kW
21.08. 13:00,7.04,kW
21.08. 13:15,7.62,kW
21.08. 13:30,8.48,kW
21.08. 13:45,8.5,kW
21.08. 14:00,8.11,kW
21.08. 14:15,8.4,kW
21.08. 14:30,8.32,kW
21.08. 14:45,8.14,kW
21.08. 15:00,8.2,kW
21.08. 15:15,8.05,kW
21.08. 15:30,7.9,kW
21.08. 15:45,7.56,kW
21.08. 16:00,7.29,kW
21.08. 16:15,6.92,kW
21.08. 16:30,6.62,kW
21.08. 16:45,6.24,kW
21.08. 17:00,5.77,kW
21.08. 17:15,5.37,kW
21.08. 17:30,5.24,kW
21.08. 17:45,4.85,kW
21.08. 18:00,4.38,kW
21.08. 18:15,3.68,kW
21.08. 18:30,2.68,kW
21.08. 18:45,2.11,kW
21.08. 19:00,1.88,kW
21.08. 19:15,1.14,kW
21.08. 19:30,0.4,kW
21.08. 19:45,0.16,kW
21.08. 20:00,0.1,kW
21.08. 20:15,0.07,kW
21.08. 20:30,0.03,kW
21.08. 20:45,0.0,kW
21.08. 21:00,0.0,kW
21.08. 21:15,0.0,kW
21.08. 21:30,0.0,kW
21.08. 21:45,0.0,kW
21.08. 22:00,0.0,kW
21.08. 22:15,0.0,kW
21.08. 22:30,0.0,kW
21.08. 22:45,0.0,kW
21.08. 23:00,0.0,kW
21.08. 23:15,0.0,kW
21.08. 23:30,0.0,kW
21.08. 23:45,0.0,kW
22.08. 00:00,0.0,kW
22.08. 00:15,0.0,kW
22.08. 00:30,0.0,kW
22.08. 00:45,0.0,kW
22.08. 01:00,0.0,kW
22.08. 01:15,0.0,kW
22.08. 01:30,0.0,kW
22.08. 01:45,0.0,kW
22.08. 02:00,0.0,kW
22.08. 02:15,0.0,kW
22.08. 02:30,0.0,kW
22.08. 02:45,0.0,kW
22.08. 03:00,0.0,kW
22.08. 03:15,0.0,kW
22.08. 03:30,0.0,kW
22.08. 03:45,0.0,kW
22.08. 04:00,0.0,kW
22.08. 04:15,0.0,kW
22.08. 04:30,0.0,kW
22.08. 04:45,0.0,kW
22.08. 05:00,0.0,kW
22.08. 05:15,0.0,kW
22.08. 05:30,0.0,kW
22.08. 05:45,0.0,kW
22.08. 06:00,0.0,kW
22.08. 06:15,0.0,kW
22.08. 06:30,0.0,kW
22.08. 06:45,0.0,kW
22.08. 07:00,0.03,kW
22.08. 07:15,0.12,kW
22.08. 07:30,0.19,kW
22.08. 07:45,0.25,kW
22.08. 08:00,0.32,kW
22.08. 08:15,0.38,kW
22.08. 08:30,0.52,kW
22.08. 08:45,0.54,kW
22.08. 09:00,0.56,kW
22.08. 09:15,0.63,kW
22.08. 09:30,1.01,kW
22.08. 09:45,2.39,kW
22.08. 10:00,4.27,kW
22.08. 10:15,3.76,kW
22.08. 10:30,5.36,kW
22.08. 10:45,5.46,kW
22.08. 11:00,6.32,kW
22.08. 11:15,6.38,kW
22.08. 11:30,6.39,kW
22.08. 11:45,7.09,kW
22.08. 12:00,7.62,kW
22.08. 12:15,7.72,kW
22.08. 12:30,7.87,kW
22.08. 12:45,8.0,kW
22.08. 13:00,8.14,kW
22.08. 13:15,8.27,kW
22.08. 13:30,8.43,kW
22.08. 13:45,8.66,kW
22.08. 14:00,6.76,kW
22.08. 14:15,8.46,kW
22.08. 14:30,1.9,kW
22.08. 14:45,7.62,kW
22.08. 15:00,8.24,kW
22.08. 15:15,8.34,kW
22.08. 15:30,6.61,kW
22.08. 15:45,6.19,kW
22.08. 16:00,7.4,kW
22.08. 16:15,7.39,kW
22.08. 16:30,6.83,kW
22.08. 16:45,6.4,kW
22.08. 17:00,6.02,kW
22.08. 17:15,5.68,kW
22.08. 17:30,5.26,kW
22.08. 17:45,4.73,kW
22.08. 18:00,4.21,kW
22.08. 18:15,3.44,kW
22.08. 18:30,2.49,kW
22.08. 18:45,2.15,kW
22.08. 19:00,1.8,kW
22.08. 19:15,1.07,kW
22.08. 19:30,0.53,kW
22.08. 19:45,0.32,kW
22.08. 20:00,0.18,kW
22.08. 20:15,0.08,kW
22.08. 20:30,0.03,kW
22.08. 20:45,0.0,kW
22.08. 21:00,0.0,kW
22.08. 21:15,0.0,kW
22.08. 21:30,0.0,kW
22.08. 21:45,0.0,kW
22.08. 22:00,0.0,kW
22.08. 22:15,0.0,kW
22.08. 22:30,0.0,kW
22.08. 22:45,0.0,kW
22.08. 23:00,0.0,kW
22.08. 23:15,0.0,kW
22.08. 23:30,0.0,kW
22.08. 23:45,0.0,kW
23.08. 00:00,0.0,kW
23.08. 00:15,0.0,kW
23.08. 00:30,0.0,kW
23.08. 00:45,0.0,kW
23.08. 01:00,0.0,kW
23.08. 01:15,0.0,kW
23.08. 01:30,0.0,kW
23.08. 01:45,0.0,kW
23.08. 02:00,0.0,kW
23.08. 02:15,0.0,kW
23.08. 02:30,0.0,kW
23.08. 02:45,0.0,kW
23.08. 03:00,0.0,kW
23.08. 03:15,0.0,kW
23.08. 03:30,0.0,kW
23.08. 03:45,0.0,kW
23.08. 04:00,0.0,kW
23.08. 04:15,0.0,kW
23.08. 04:30,0.0,kW
23.08. 04:45,0.0,kW
23.08. 05:00,0.0,kW
23.08. 05:15,0.0,kW
23.08. 05:30,0.0,kW
23.08. 05:45,0.0,kW
23.08. 06:00,0.0,kW
23.08. 06:15,0.0,kW
23.08. 06:30,0.0,kW
23.08. 06:45,0.0,kW
23.08. 07:00,0.03,kW
23.08. 07:15,0.12,kW
23.08. 07:30,0.19,kW
23.08. 07:45,0.26,kW
23.08. 08:00,0.32,kW
23.08. 08:15,0.39,kW
23.08. 08:30,0.52,kW
23.08. 08:45,0.53,kW
23.08. 09:00,0.56,kW
23.08. 09:15,0.62,kW
23.08. 09:30,0.92,kW
23.08. 09:45,2.19,kW
23.08. 10:00,3.26,kW
23.08. 10:15,4.53,kW
23.08. 10:30,5.18,kW
23.08. 10:45,5.6,kW
23.08. 11:00,5.98,kW
23.08. 11:15,6.36,kW
23.08. 11:30,6.7,kW
23.08. 11:45,7.0,kW
23.08. 12:00,7.21,kW
23.08. 12:15,7.44,kW
23.08. 12:30,7.63,kW
23.08. 12:45,7.81,kW
23.08. 13:00,7.97,kW
23.08. 13:15,8.17,kW
23.08. 13:30,8.26,kW
23.08. 13:45,8.38,kW
23.08. 14:00,8.45,kW
23.08. 14:15,8.22,kW
23.08. 14:30,8.3,kW
23.08. 14:45,5.21,kW
23.08. 15:00,4.07,kW
23.08. 15:15,4.37,kW
23.08. 15:30,6.09,kW
23.08. 15:45,7.1,kW
23.08. 16:00,7.39,kW
23.08. 16:15,7.05,kW
23.08. 16:30,6.85,kW
23.08. 16:45,6.43,kW
23.08. 17:00,5.86,kW
23.08. 17:15,5.4,kW
23.08. 17:30,4.98,kW
23.08. 17:45,4.54,kW
23.08. 18:00,4.07,kW
23.08. 18:15,3.02,kW
23.08. 18:30,2.14,kW
23.08. 18:45,1.91,kW
23.08. 19:00,1.59,kW
23.08. 19:15,0.93,kW
23.08. 19:30,0.44,kW
23.08. 19:45,0.26,kW
23.08. 20:00,0.11,kW
23.08. 20:15,0.07,kW
23.08. 20:30,0.02,kW
23.08. 20:45,0.0,kW
23.08. 21:00,0.0,kW
23.08. 21:15,0.0,kW
23.08. 21:30,0.0,kW
23.08. 21:45,0.0,kW
23.08. 22:00,0.0,kW
23.08. 22:15,0.0,kW
23.08. 22:30,0.0,kW
23.08. 22:45,0.0,kW
23.08. 23:00,0.0,kW
23.08. 23:15,0.0,kW
23.08. 23:30,0.0,kW
23.08. 23:45,0.0,kW
24.08. 00:00,0.0,kW
24.08. 00:15,0.0,kW
24.08. 00:30,0.0,kW
24.08. 00:45,0.0,kW
24.08. 01:00,0.0,kW
24.08. 01:15,0.0,kW
24.08. 01:30,0.0,kW
24.08. 01:45,0.0,kW
24.08. 02:00,0.0,kW
24.08. 02:15,0.0,kW
24.08. 02:30,0.0,kW
24.08. 02:45,0.0,kW
24.08. 03:00,0.0,kW
24.08. 03:15,0.0,kW
24.08. 03:30,0.0,kW
24.08. 03:45,0.0,kW
24.08. 04:00,0.0,kW
24.08. 04:15,0.0,kW
24.08. 04:30,0.0,kW
24.08. 04:45,0.0,kW
24.08. 05:00,0.0,kW
24.08. 05:15,0.0,kW
24.08. 05:30,0.0,kW
24.08. 05:45,0.0,kW
24.08. 06:00,0.0,kW
24.08. 06:15,0.0,kW
24.08. 06:30,0.0,kW
