Datum,Wert,Einheit
11.09. 11:45,5.73,kW
11.09. 12:00,6.06,kW
11.09. 12:15,6.02,kW
11.09. 12:30,4.98,kW
11.09. 12:45,1.93,kW
11.09. 13:00,4.7,kW
11.09. 13:15,4.69,kW
11.09. 13:30,2.91,kW
11.09. 13:45,7.31,kW
11.09. 14:00,8.68,kW
11.09. 14:15,2.51,kW
11.09. 14:30,2.47,kW
11.09. 14:45,3.18,kW
11.09. 15:00,5.49,kW
11.09. 15:15,2.46,kW
11.09. 15:30,2.78,kW
11.09. 15:45,2.45,kW
11.09. 16:00,1.67,kW
11.09. 16:15,1.26,kW
11.09. 16:30,1.24,kW
11.09. 16:45,1.86,kW
11.09. 17:00,2.8,kW
11.09. 17:15,3.69,kW
11.09. 17:30,1.69,kW
11.09. 17:45,0.51,kW
11.09. 18:00,0.49,kW
11.09. 18:15,0.79,kW
11.09. 18:30,0.56,kW
11.09. 18:45,0.45,kW
11.09. 19:00,0.35,kW
11.09. 19:15,0.26,kW
11.09. 19:30,0.14,kW
11.09. 19:45,0.06,kW
11.09. 20:00,0.01,kW
11.09. 20:15,0.0,kW
11.09. 20:30,0.0,kW
11.09. 20:45,0.0,kW
11.09. 21:00,0.0,kW
11.09. 21:15,0.0,kW
11.09. 21:30,0.0,kW
11.09. 21:45,0.0,kW
11.09. 22:00,0.0,kW
11.09. 22:15,0.0,kW
11.09. 22:30,0.0,kW
11.09. 22:45,0.0,kW
11.09. 23:00,0.0,kW
11.09. 23:15,0.0,kW
11.09. 23:30,0.0,kW
11.09. 23:45,0.0,kW
12.09. 00:00,0.0,kW
12.09. 00:15,0.0,kW
12.09. 00:30,0.0,kW
12.09. 00:45,0.0,kW
12.09. 01:00,0.0,kW
12.09. 01:15,0.0,kW
12.09. 01:30,0.0,kW
12.09. 01:45,0.0,kW
12.09. 02:00,0.0,kW
12.09. 02:15,0.0,kW
12.09. 02:30,0.0,kW
12.09. 02:45,0.0,kW
12.09. 03:00,0.0,kW
12.09. 03:15,0.0,kW
12.09. 03:30,0.0,kW
12.09. 03:45,0.0,kW
12.09. 04:00,0.0,kW
12.09. 04:15,0.0,kW
12.09. 04:30,0.0,kW
12.09. 04:45,0.0,kW
12.09. 05:00,0.0,kW
12.09. 05:15,0.0,kW
12.09. 05:30,0.0,kW
12.09. 05:45,0.0,kW
12.09. 06:00,0.0,kW
12.09. 06:15,0.0,kW
12.09. 06:30,0.0,kW
12.09. 06:45,0.0,kW
12.09. 07:00,0.0,kW
12.09. 07:15,0.0,kW
12.09. 07:30,0.03,kW
12.09. 07:45,0.12,kW
12.09. 08:00,0.17,kW
12.09. 08:15,0.25,kW
12.09. 08:30,0.29,kW
12.09. 08:45,0.36,kW
12.09. 09:00,0.45,kW
12.09. 09:15,0.51,kW
12.09. 09:30,0.69,kW
12.09. 09:45,0.94,kW
12.09. 10:00,1.77,kW
12.09. 10:15,3.47,kW
12.09. 10:30,4.85,kW
12.09. 10:45,4.88,kW
12.09. 11:00,5.13,kW
12.09. 11:15,6.17,kW
12.09. 11:30,6.74,kW
12.09. 11:45,6.46,kW
12.09. 12:00,6.15,kW
12.09. 12:15,7.49,kW
12.09. 12:30,7.31,kW
12.09. 12:45,7.52,kW
12.09. 13:00,7.08,kW
12.09. 13:15,7.36,kW
12.09. 13:30,8.18,kW
12.09. 13:45,8.15,kW
12.09. 14:00,8.04,kW
12.09. 14:15,7.73,kW
12.09. 14:30,8.0,kW
12.09. 14:45,7.74,kW
12.09. 15:00,7.65,kW
12.09. 15:15,7.49,kW
12.09. 15:30,7.24,kW
12.09. 15:45,6.95,kW
12.09. 16:00,6.75,kW
12.09. 16:15,6.37,kW
12.09. 16:30,6.03,kW
12.09. 16:45,5.52,kW
12.09. 17:00,5.15,kW
12.09. 17:15,4.68,kW
12.09. 17:30,3.86,kW
12.09. 17:45,3.5,kW
12.09. 18:00,2.13,kW
12.09. 18:15,0.87,kW
12.09. 18:30,0.55,kW
12.09. 18:45,0.47,kW
12.09. 19:00,0.38,kW
12.09. 19:15,0.23,kW
12.09. 19:30,0.13,kW
12.09. 19:45,0.05,kW
12.09. 20:00,0.0,kW
12.09. 20:15,0.0,kW
12.09. 20:30,0.0,kW
12.09. 20:45,0.0,kW
12.09. 21:00,0.0,kW
12.09. 21:15,0.0,kW
12.09. 21:30,0.0,kW
12.09. 21:45,0.0,kW
12.09. 22:00,0.0,kW
12.09. 22:15,0.0,kW
12.09. 22:30,0.0,kW
12.09. 22:45,0.0,kW
12.09. 23:00,0.0,kW
12.09. 23:15,0.0,kW
12.09. 23:30,0.0,kW
12.09. 23:45,0.0,kW
13.09. 00:00,0.0,kW
13.09. 00:15,0.0,kW
13.09. 00:30,0.0,kW
13.09. 00:45,0.0,kW
13.09. 01:00,0.0,kW
13.09. 01:15,0.0,kW
13.09. 01:30,0.0,kW
13.09. 01:45,0.0,kW
13.09. 02:00,0.0,kW
13.09. 02:15,0.0,kW
13.09. 02:30,0.0,kW
13.09. 02:45,0.0,kW
13.09. 03:00,0.0,kW
13.09. 03:15,0.0,kW
13.09. 03:30,0.0,kW
13.09. 03:45,0.0,kW
13.09. 04:00,0.0,kW
13.09. 04:15,0.0,kW
13.09. 04:30,0.0,kW
13.09. 04:45,0.0,kW
13.09. 05:00,0.0,kW
13.09. 05:15,0.0,kW
13.09. 05:30,0.0,kW
13.09. 05:45,0.0,kW
13.09. 06:00,0.0,kW
13.09. 06:15,0.0,kW
13.09. 06:30,0.0,kW
13.09. 06:45,0.0,kW
13.09. 07:00,0.0,kW
13.09. 07:15,0.0,kW
13.09. 07:30,0.02,kW
13.09. 07:45,0.1,kW
13.09. 08:00,0.15,kW
13.09. 08:15,0.38,kW
13.09. 08:30,0.5,kW
13.09. 08:45,0.79,kW
13.09. 09:00,1.35,kW
13.09. 09:15,1.39,kW
13.09. 09:30,1.3,kW
13.09. 09:45,1.43,kW
13.09. 10:00,1.46,kW
13.09. 10:15,1.85,kW
13.09. 10:30,3.41,kW
13.09. 10:45,3.55,kW
13.09. 11:00,2.88,kW
13.09. 11:15,5.43,kW
13.09. 11:30,3.61,kW
13.09. 11:45,4.12,kW
13.09. 12:00,4.71,kW
13.09. 12:15,4.43,kW
13.09. 12:30,4.33,kW
13.09. 12:45,3.25,kW
13.09. 13:00,3.47,kW
13.09. 13:15,5.51,kW
13.09. 13:30,3.34,kW
13.09. 13:45,5.03,kW
13.09. 14:00,4.81,kW
13.09. 14:15,7.54,kW
13.09. 14:30,6.65,kW
13.09. 14:45,6.24,kW
13.09. 15:00,5.49,kW
13.09. 15:15,4.94,kW
13.09. 15:30,5.99,kW
13.09. 15:45,6.0,kW
13.09. 16:00,3.14,kW
13.09. 16:15,2.86,kW
13.09. 16:30,5.17,kW
13.09. 16:45,4.2,kW
13.09. 17:00,2.48,kW
13.09. 17:15,2.83,kW
13.09. 17:30,1.95,kW
13.09. 17:45,1.09,kW
13.09. 18:00,0.87,kW
13.09. 18:15,0.77,kW
13.09. 18:30,0.53,kW
13.09. 18:45,0.38,kW
13.09. 19:00,0.27,kW
13.09. 19:15,0.19,kW
13.09. 19:30,0.06,kW
13.09. 19:45,0.02,kW
13.09. 20:00,0.0,kW
13.09. 20:15,0.0,kW
13.09. 20:30,0.0,kW
13.09. 20:45,0.0,kW
13.09. 21:00,0.0,kW
13.09. 21:15,0.0,kW
13.09. 21:30,0.0,kW
13.09. 21:45,0.0,kW
13.09. 22:00,0.0,kW
13.09. 22:15,0.0,kW
13.09. 22:30,0.0,kW
13.09. 22:45,0.0,kW
13.09. 23:00,0.0,kW
13.09. 23:15,0.0,kW
13.09. 23:30,0.0,kW
13.09. 23:45,0.0,kW
14.09. 00:00,0.0,kW
14.09. 00:15,0.0,kW
14.09. 00:30,0.0,kW
14.09. 00:45,0.0,kW
14.09. 01:00,0.0,kW
14.09. 01:15,0.0,kW
14.09. 01:30,0.0,kW
14.09. 01:45,0.0,kW
14.09. 02:00,0.0,kW
14.09. 02:15,0.0,kW
14.09. 02:30,0.0,kW
14.09. 02:45,0.0,kW
14.09. 03:00,0.0,kW
14.09. 03:15,0.0,kW
14.09. 03:30,0.0,kW
14.09. 03:45,0.0,kW
14.09. 04:00,0.0,kW
14.09. 04:15,0.0,kW
14.09. 04:30,0.0,kW
14.09. 04:45,0.0,kW
14.09. 05:00,0.0,kW
14.09. 05:15,0.0,kW
14.09. 05:30,0.0,kW
14.09. 05:45,0.0,kW
14.09. 06:00,0.0,kW
14.09. 06:15,0.0,kW
14.09. 06:30,0.0,kW
14.09. 06:45,0.0,kW
14.09. 07:00,0.0,kW
14.09. 07:15,0.0,kW
14.09. 07:30,0.0,kW
14.09. 07:45,0.01,kW
14.09. 08:00,0.18,kW
14.09. 08:15,0.24,kW
14.09. 08:30,0.36,kW
14.09. 08:45,0.48,kW
14.09. 09:00,0.97,kW
14.09. 09:15,0.77,kW
14.09. 09:30,1.24,kW
14.09. 09:45,1.73,kW
14.09. 10:00,1.56,kW
14.09. 10:15,3.0,kW
14.09. 10:30,2.52,kW
14.09. 10:45,2.38,kW
14.09. 11:00,2.09,kW
14.09. 11:15,5.25,kW
14.09. 11:30,4.66,kW
14.09. 11:45,3.43,kW
14.09. 12:00,5.31,kW
14.09. 12:15,6.59,kW
14.09. 12:30,6.28,kW
14.09. 12:45,7.04,kW
14.09. 13:00,6.92,kW
14.09. 13:15,5.89,kW
14.09. 13:30,3.97,kW
14.09. 13:45,0.99,kW
14.09. 14:00,0.77,kW
14.09. 14:15,0.33,kW
14.09. 14:30,0.04,kW
14.09. 14:45,0.03,kW
14.09. 15:00,0.0,kW
14.09. 15:15,0.0,kW
14.09. 15:30,0.07,kW
14.09. 15:45,0.33,kW
14.09. 16:00,0.58,kW
14.09. 16:15,0.36,kW
14.09. 16:30,0.42,kW
14.09. 16:45,0.54,kW
14.09. 17:00,0.69,kW
14.09. 17:15,0.59,kW
14.09. 17:30,0.6,kW
14.09. 17:45,1.51,kW
14.09. 18:00,2.56,kW
14.09. 18:15,1.5,kW
14.09. 18:30,1.19,kW
14.09. 18:45,0.69,kW
14.09. 19:00,0.3,kW
14.09. 19:15,0.19,kW
14.09. 19:30,0.18,kW
14.09. 19:45,0.07,kW
14.09. 20:00,0.0,kW
14.09. 20:15,0.0,kW
14.09. 20:30,0.0,kW
14.09. 20:45,0.0,kW
14.09. 21:00,0.0,kW
14.09. 21:15,0.0,kW
14.09. 21:30,0.0,kW
14.09. 21:45,0.0,kW
14.09. 22:00,0.0,kW
14.09. 22:15,0.0,kW
14.09. 22:30,0.0,kW
14.09. 22:45,0.0,kW
14.09. 23:00,0.0,kW
14.09. 23:15,0.0,kW
14.09. 23:30,0.0,kW
14.09. 23:45,0.0,kW
15.09. 00:00,0.0,kW
15.09. 00:15,0.0,kW
15.09. 00:30,0.0,kW
15.09. 00:45,0.0,kW
15.09. 01:00,0.0,kW
15.09. 01:15,0.0,kW
15.09. 01:30,0.0,kW
15.09. 01:45,0.0,kW
15.09. 02:00,0.0,kW
15.09. 02:15,0.0,kW
15.09. 02:30,0.0,kW
15.09. 02:45,0.0,kW
15.09. 03:00,0.0,kW
15.09. 03:15,0.0,kW
15.09. 03:30,0.0,kW
15.09. 03:45,0.0,kW
15.09. 04:00,0.0,kW
15.09. 04:15,0.0,kW
15.09. 04:30,0.0,kW
15.09. 04:45,0.0,kW
15.09. 05:00,0.0,kW
15.09. 05:15,0.0,kW
15.09. 05:30,0.0,kW
15.09. 05:45,0.0,kW
15.09. 06:00,0.0,kW
15.09. 06:15,0.0,kW
15.09. 06:30,0.0,kW
15.09. 06:45,0.0,kW
15.09. 07:00,0.0,kW
15.09. 07:15,0.0,kW
15.09. 07:30,0.0,kW
15.09. 07:45,0.05,kW
15.09. 08:00,0.07,kW
15.09. 08:15,0.04,kW
15.09. 08:30,0.14,kW
15.09. 08:45,0.11,kW
15.09. 09:00,0.12,kW
15.09. 09:15,0.06,kW
15.09. 09:30,0.07,kW
15.09. 09:45,0.23,kW
15.09. 10:00,0.18,kW
15.09. 10:15,0.21,kW
15.09. 10:30,0.41,kW
15.09. 10:45,0.31,kW
15.09. 11:00,0.18,kW
15.09. 11:15,0.14,kW
15.09. 11:30,0.27,kW
15.09. 11:45,0.36,kW
15.09. 12:00,0.3,kW
15.09. 12:15,0.52,kW
15.09. 12:30,0.89,kW
15.09. 12:45,0.66,kW
15.09. 13:00,1.06,kW
15.09. 13:15,2.05,kW
15.09. 13:30,1.94,kW
15.09. 13:45,2.15,kW
15.09. 14:00,4.26,kW
15.09. 14:15,3.37,kW
15.09. 14:30,4.82,kW
15.09. 14:45,2.97,kW
15.09. 15:00,4.55,kW
15.09. 15:15,7.42,kW
15.09. 15:30,7.12,kW
15.09. 15:45,6.78,kW
15.09. 16:00,6.47,kW
15.09. 16:15,6.21,kW
15.09. 16:30,6.17,kW
15.09. 16:45,3.08,kW
15.09. 17:00,0.94,kW
15.09. 17:15,0.65,kW
15.09. 17:30,0.26,kW
15.09. 17:45,0.14,kW
15.09. 18:00,0.12,kW
15.09. 18:15,0.73,kW
15.09. 18:30,0.72,kW
15.09. 18:45,0.44,kW
15.09. 19:00,0.27,kW
15.09. 19:15,0.17,kW
15.09. 19:30,0.09,kW
15.09. 19:45,0.06,kW
15.09. 20:00,0.0,kW
15.09. 20:15,0.0,kW
15.09. 20:30,0.0,kW
15.09. 20:45,0.0,kW
15.09. 21:00,0.0,kW
15.09. 21:15,0.0,kW
15.09. 21:30,0.0,kW
15.09. 21:45,0.0,kW
15.09. 22:00,0.0,kW
15.09. 22:15,0.0,kW
15.09. 22:30,0.0,kW
15.09. 22:45,0.0,kW
15.09. 23:00,0.0,kW
15.09. 23:15,0.0,kW
15.09. 23:30,0.0,kW
15.09. 23:45,0.0,kW
16.09. 00:00,0.0,kW
16.09. 00:15,0.0,kW
16.09. 00:30,0.0,kW
16.09. 00:45,0.0,kW
16.09. 01:00,0.0,kW
16.09. 01:15,0.0,kW
16.09. 01:30,0.0,kW
16.09. 01:45,0.0,kW
16.09. 02:00,0.0,kW
16.09. 02:15,0.0,kW
16.09. 02:30,0.0,kW
16.09. 02:45,0.0,kW
16.09. 03:00,0.0,kW
16.09. 03:15,0.0,kW
16.09. 03:30,0.0,kW
16.09. 03:45,0.0,kW
16.09. 04:00,0.0,kW
16.09. 04:15,0.0,kW
16.09. 04:30,0.0,kW
16.09. 04:45,0.0,kW
16.09. 05:00,0.0,kW
16.09. 05:15,0.0,kW
16.09. 05:30,0.0,kW
16.09. 05:45,0.0,kW
16.09. 06:00,0.0,kW
16.09. 06:15,0.0,kW
16.09. 06:30,0.0,kW
16.09. 06:45,0.0,kW
16.09. 07:00,0.0,kW
16.09. 07:15,0.0,kW
16.09. 07:30,0.0,kW
16.09. 07:45,0.0,kW
16.09. 08:00,0.0,kW
16.09. 08:15,0.06,kW
16.09. 08:30,0.2,kW
16.09. 08:45,0.34,kW
16.09. 09:00,0.48,kW
16.09. 09:15,0.67,kW
16.09. 09:30,1.03,kW
16.09. 09:45,1.45,kW
16.09. 10:00,1.46,kW
16.09. 10:15,1.34,kW
16.09. 10:30,1.13,kW
16.09. 10:45,1.34,kW
16.09. 11:00,1.08,kW
16.09. 11:15,0.98,kW
16.09. 11:30,1.31,kW
16.09. 11:45,1.18,kW
16.09. 12:00,1.13,kW
16.09. 12:15,1.84,kW
16.09. 12:30,1.48,kW
16.09. 12:45,2.0,kW
16.09. 13:00,3.36,kW
16.09. 13:15,3.24,kW
16.09. 13:30,3.45,kW
16.09. 13:45,4.63,kW
16.09. 14:00,3.95,kW
16.09. 14:15,5.99,kW
16.09. 14:30,7.57,kW
16.09. 14:45,1.58,kW
16.09. 15:00,3.38,kW
16.09. 15:15,7.75,kW
16.09. 15:30,6.16,kW
16.09. 15:45,4.69,kW
16.09. 16:00,7.03,kW
16.09. 16:15,6.86,kW
16.09. 16:30,5.35,kW
16.09. 16:45,6.12,kW
16.09. 17:00,3.13,kW
16.09. 17:15,2.52,kW
16.09. 17:30,2.86,kW
16.09. 17:45,1.21,kW
16.09. 18:00,0.58,kW
16.09. 18:15,0.34,kW
16.09. 18:30,0.3,kW
16.09. 18:45,0.1,kW
16.09. 19:00,0.13,kW
16.09. 19:15,0.07,kW
16.09. 19:30,0.01,kW
16.09. 19:45,0.0,kW
16.09. 20:00,0.0,kW
16.09. 20:15,0.0,kW
16.09. 20:30,0.0,kW
16.09. 20:45,0.0,kW
16.09. 21:00,0.0,kW
16.09. 21:15,0.0,kW
16.09. 21:30,0.0,kW
16.09. 21:45,0.0,kW
16.09. 22:00,0.0,kW
16.09. 22:15,0.0,kW
16.09. 22:30,0.0,kW
16.09. 22:45,0.0,kW
16.09. 23:00,0.0,kW
16.09. 23:15,0.0,kW
16.09. 23:30,0.0,kW
16.09. 23:45,0.0,kW
17.09. 00:00,0.0,kW
17.09. 00:15,0.0,kW
17.09. 00:30,0.0,kW
17.09. 00:45,0.0,kW
17.09. 01:00,0.0,kW
17.09. 01:15,0.0,kW
17.09. 01:30,0.0,kW
17.09. 01:45,0.0,kW
17.09. 02:00,0.0,kW
17.09. 02:15,0.0,kW
17.09. 02:30,0.0,kW
17.09. 02:45,0.0,kW
17.09. 03:00,0.0,kW
17.09. 03:15,0.0,kW
17.09. 03:30,0.0,kW
17.09. 03:45,0.0,kW
17.09. 04:00,0.0,kW
17.09. 04:15,0.0,kW
17.09. 04:30,0.0,kW
17.09. 04:45,0.0,kW
17.09. 05:00,0.0,kW
17.09. 05:15,0.0,kW
17.09. 05:30,0.0,kW
17.09. 05:45,0.0,kW
17.09. 06:00,0.0,kW
17.09. 06:15,0.0,kW
17.09. 06:30,0.0,kW
17.09. 06:45,0.0,kW
17.09. 07:00,0.0,kW
17.09. 07:15,0.0,kW
17.09. 07:30,0.0,kW
17.09. 07:45,0.0,kW
17.09. 08:00,0.03,kW
17.09. 08:15,0.08,kW
17.09. 08:30,0.27,kW
17.09. 08:45,0.32,kW
17.09. 09:00,0.79,kW
17.09. 09:15,0.92,kW
17.09. 09:30,1.05,kW
17.09. 09:45,1.34,kW
17.09. 10:00,2.07,kW
17.09. 10:15,3.24,kW
17.09. 10:30,3.49,kW
17.09. 10:45,5.54,kW
17.09. 11:00,3.77,kW
17.09. 11:15,6.03,kW
17.09. 11:30,7.0,kW
17.09. 11:45,4.95,kW
17.09. 12:00,2.83,kW
17.09. 12:15,3.8,kW
17.09. 12:30,3.94,kW
17.09. 12:45,7.07,kW
17.09. 13:00,4.51,kW
17.09. 13:15,3.34,kW
17.09. 13:30,1.51,kW
17.09. 13:45,0.79,kW
17.09. 14:00,0.64,kW
17.09. 14:15,2.04,kW
17.09. 14:30,3.17,kW
17.09. 14:45,4.42,kW
17.09. 15:00,4.52,kW
17.09. 15:15,4.56,kW
17.09. 15:30,5.59,kW
17.09. 15:45,7.29,kW
17.09. 16:00,5.89,kW
17.09. 16:15,4.25,kW
17.09. 16:30,4.28,kW
17.09. 16:45,2.13,kW
17.09. 17:00,3.37,kW
17.09. 17:15,2.91,kW
17.09. 17:30,0.59,kW
17.09. 17:45,0.9,kW
17.09. 18:00,0.76,kW
17.09. 18:15,0.21,kW
17.09. 18:30,0.76,kW
17.09. 18:45,0.42,kW
17.09. 19:00,0.24,kW
17.09. 19:15,0.1,kW
17.09. 19:30,0.19,kW
17.09. 19:45,0.05,kW
17.09. 20:00,0.0,kW
17.09. 20:15,0.0,kW
17.09. 20:30,0.0,kW
17.09. 20:45,0.0,kW
17.09. 21:00,0.0,kW
17.09. 21:15,0.0,kW
17.09. 21:30,0.0,kW
17.09. 21:45,0.0,kW
17.09. 22:00,0.0,kW
17.09. 22:15,0.0,kW
17.09. 22:30,0.0,kW
17.09. 22:45,0.0,kW
17.09. 23:00,0.0,kW
17.09. 23:15,0.0,kW
17.09. 23:30,0.0,kW
17.09. 23:45,0.0,kW
18.09. 00:00,0.0,kW
18.09. 00:15,0.0,kW
18.09. 00:30,0.0,kW
18.09. 00:45,0.0,kW
18.09. 01:00,0.0,kW
18.09. 01:15,0.0,kW
18.09. 01:30,0.0,kW
18.09. 01:45,0.0,kW
18.09. 02:00,0.0,kW
18.09. 02:15,0.0,kW
18.09. 02:30,0.0,kW
18.09. 02:45,0.0,kW
18.09. 03:00,0.0,kW
18.09. 03:15,0.0,kW
18.09. 03:30,0.0,kW
18.09. 03:45,0.0,kW
18.09. 04:00,0.0,kW
18.09. 04:15,0.0,kW
18.09. 04:30,0.0,kW
18.09. 04:45,0.0,kW
18.09. 05:00,0.0,kW
18.09. 05:15,0.0,kW
18.09. 05:30,0.0,kW
18.09. 05:45,0.0,kW
18.09. 06:00,0.0,kW
18.09. 06:15,0.0,kW
18.09. 06:30,0.0,kW
18.09. 06:45,0.0,kW
18.09. 07:00,0.0,kW
18.09. 07:15,0.0,kW
18.09. 07:30,0.0,kW
18.09. 07:45,0.0,kW
18.09. 08:00,0.04,kW
18.09. 08:15,0.19,kW
18.09. 08:30,0.55,kW
18.09. 08:45,0.71,kW
18.09. 09:00,0.53,kW
18.09. 09:15,0.49,kW
18.09. 09:30,0.62,kW
18.09. 09:45,1.51,kW
18.09. 10:00,2.0,kW
18.09. 10:15,2.91,kW
18.09. 10:30,1.95,kW
18.09. 10:45,1.54,kW
18.09. 11:00,1.57,kW
18.09. 11:15,3.2,kW
18.09. 11:30,3.89,kW
18.09. 11:45,6.34,kW
18.09. 12:00,6.35,kW
18.09. 12:15,5.28,kW
18.09. 12:30,4.53,kW
18.09. 12:45,4.32,kW
18.09. 13:00,3.41,kW
18.09. 13:15,4.31,kW
18.09. 13:30,5.35,kW
18.09. 13:45,3.1,kW
18.09. 14:00,4.64,kW
18.09. 14:15,3.72,kW
18.09. 14:30,0.94,kW
18.09. 14:45,2.14,kW
18.09. 15:00,1.64,kW
18.09. 15:15,2.02,kW
18.09. 15:30,1.51,kW
18.09. 15:45,2.22,kW
18.09. 16:00,2.14,kW
18.09. 16:15,1.18,kW
18.09. 16:30,1.01,kW
18.09. 16:45,0.86,kW
18.09. 17:00,0.65,kW
18.09. 17:15,0.54,kW
18.09. 17:30,0.43,kW
18.09. 17:45,0.35,kW
18.09. 18:00,0.36,kW
18.09. 18:15,0.41,kW
18.09. 18:30,0.33,kW
18.09. 18:45,0.15,kW
18.09. 19:00,0.05,kW
18.09. 19:15,0.03,kW
18.09. 19:30,0.0,kW
18.09. 19:45,0.0,kW
18.09. 20:00,0.0,kW
18.09. 20:15,0.0,kW
18.09. 20:30,0.0,kW
18.09. 20:45,0.0,kW
18.09. 21:00,0.0,kW
18.09. 21:15,0.0,kW
18.09. 21:30,0.0,kW
18.09. 21:45,0.0,kW
18.09. 22:00,0.0,kW
18.09. 22:15,0.0,kW
18.09. 22:30,0.0,kW
18.09. 22:45,0.0,kW
18.09. 23:00,0.0,kW
18.09. 23:15,0.0,kW
18.09. 23:30,0.0,kW
18.09. 23:45,0.0,kW
19.09. 00:00,0.0,kW
19.09. 00:15,0.0,kW
19.09. 00:30,0.0,kW
19.09. 00:45,0.0,kW
19.09. 01:00,0.0,kW
19.09. 01:15,0.0,kW
19.09. 01:30,0.0,kW
19.09. 01:45,0.0,kW
19.09. 02:00,0.0,kW
19.09. 02:15,0.0,kW
19.09. 02:30,0.0,kW
19.09. 02:45,0.0,kW
19.09. 03:00,0.0,kW
19.09. 03:15,0.0,kW
19.09. 03:30,0.0,kW
19.09. 03:45,0.0,kW
19.09. 04:00,0.0,kW
19.09. 04:15,0.0,kW
19.09. 04:30,0.0,kW
19.09. 04:45,0.0,kW
19.09. 05:00,0.0,kW
19.09. 05:15,0.0,kW
19.09. 05:30,0.0,kW
19.09. 05:45,0.0,kW
19.09. 06:00,0.0,kW
19.09. 06:15,0.0,kW
19.09. 06:30,0.0,kW
19.09. 06:45,0.0,kW
19.09. 07:00,0.0,kW
19.09. 07:15,0.0,kW
19.09. 07:30,0.0,kW
19.09. 07:45,0.04,kW
19.09. 08:00,0.19,kW
19.09. 08:15,0.26,kW
19.09. 08:30,0.41,kW
19.09. 08:45,0.81,kW
19.09. 09:00,0.92,kW
19.09. 09:15,1.26,kW
19.09. 09:30,1.42,kW
19.09. 09:45,1.85,kW
19.09. 10:00,1.87,kW
19.09. 10:15,2.06,kW
19.09. 10:30,2.16,kW
19.09. 10:45,3.08,kW
19.09. 11:00,2.92,kW
19.09. 11:15,2.34,kW
19.09. 11:30,2.34,kW
19.09. 11:45,2.65,kW
19.09. 12:00,3.09,kW
19.09. 12:15,3.61,kW
19.09. 12:30,2.54,kW
19.09. 12:45,2.79,kW
19.09. 13:00,3.01,kW
19.09. 13:15,3.73,kW
19.09. 13:30,3.82,kW
19.09. 13:45,2.89,kW
19.09. 14:00,4.38,kW
19.09. 14:15,3.09,kW
19.09. 14:30,6.59,kW
19.09. 14:45,2.36,kW
19.09. 15:00,2.52,kW
19.09. 15:15,0.78,kW
19.09. 15:30,7.96,kW
19.09. 15:45,3.68,kW
19.09. 16:00,6.8,kW
19.09. 16:15,4.92,kW
19.09. 16:30,3.14,kW
19.09. 16:45,4.44,kW
19.09. 17:00,1.87,kW
19.09. 17:15,4.19,kW
19.09. 17:30,1.51,kW
19.09. 17:45,1.51,kW
19.09. 18:00,0.21,kW
19.09. 18:15,0.85,kW
19.09. 18:30,0.82,kW
19.09. 18:45,0.47,kW
19.09. 19:00,0.25,kW
19.09. 19:15,0.13,kW
19.09. 19:30,0.07,kW
19.09. 19:45,0.01,kW
19.09. 20:00,0.0,kW
19.09. 20:15,0.0,kW
19.09. 20:30,0.0,kW
19.09. 20:45,0.0,kW
19.09. 21:00,0.0,kW
19.09. 21:15,0.0,kW
19.09. 21:30,0.0,kW
19.09. 21:45,0.0,kW
19.09. 22:00,0.0,kW
19.09. 22:15,0.0,kW
19.09. 22:30,0.0,kW
19.09. 22:45,0.0,kW
19.09. 23:00,0.0,kW
19.09. 23:15,0.0,kW
19.09. 23:30,0.0,kW
19.09. 23:45,0.0,kW
20.09. 00:00,0.0,kW
20.09. 00:15,0.0,kW
20.09. 00:30,0.0,kW
20.09. 00:45,0.0,kW
20.09. 01:00,0.0,kW
20.09. 01:15,0.0,kW
20.09. 01:30,0.0,kW
20.09. 01:45,0.0,kW
20.09. 02:00,0.0,kW
20.09. 02:15,0.0,kW
20.09. 02:30,0.0,kW
20.09. 02:45,0.0,kW
20.09. 03:00,0.0,kW
20.09. 03:15,0.0,kW
20.09. 03:30,0.0,kW
20.09. 03:45,0.0,kW
20.09. 04:00,0.0,kW
20.09. 04:15,0.0,kW
20.09. 04:30,0.0,kW
20.09. 04:45,0.0,kW
20.09. 05:00,0.0,kW
20.09. 05:15,0.0,kW
20.09. 05:30,0.0,kW
20.09. 05:45,0.0,kW
20.09. 06:00,0.0,kW
20.09. 06:15,0.0,kW
20.09. 06:30,0.0,kW
20.09. 06:45,0.0,kW
20.09. 07:00,0.0,kW
20.09. 07:15,0.0,kW
20.09. 07:30,0.0,kW
20.09. 07:45,0.14,kW
20.09. 08:00,0.32,kW
20.09. 08:15,0.49,kW
20.09. 08:30,0.65,kW
20.09. 08:45,0.88,kW
20.09. 09:00,1.26,kW
20.09. 09:15,1.38,kW
20.09. 09:30,1.13,kW
20.09. 09:45,1.58,kW
20.09. 10:00,1.99,kW
20.09. 10:15,2.53,kW
20.09. 10:30,3.27,kW
20.09. 10:45,2.89,kW
20.09. 11:00,4.91,kW
20.09. 11:15,5.46,kW
20.09. 11:30,6.82,kW
20.09. 11:45,5.82,kW
20.09. 12:00,4.26,kW
20.09. 12:15,3.33,kW
20.09. 12:30,4.12,kW
20.09. 12:45,2.84,kW
20.09. 13:00,4.76,kW
20.09. 13:15,4.16,kW
20.09. 13:30,3.15,kW
20.09. 13:45,3.98,kW
20.09. 14:00,4.05,kW
